id,order_id,sub_order_id,product_id,brand_id,quantity,unit_price_pkr,selected_color,selected_size
oi_008_2_2,ord_008,sub_008_2,prd_012,br_009,1,2008,Black,M
oi_009_1_1,ord_009,sub_009_1,prd_011,br_009,1,2009,Black,M
oi_009_1_2,ord_009,sub_009_1,prd_012,br_009,1,2009,Black,M
oi_009_2_1,ord_009,sub_009_2,prd_012,br_010,1,2009,Black,M
oi_009_2_2,ord_009,sub_009_2,prd_013,br_010,1,2009,Black,M
oi_010_1_1,ord_010,sub_010_1,prd_012,br_010,1,2010,Black,M
oi_010_1_2,ord_010,sub_010_1,prd_013,br_010,1,2010,Black,M
oi_010_2_1,ord_010,sub_010_2,prd_013,br_011,1,2010,Black,M
oi_010_2_2,ord_010,sub_010_2,prd_014,br_011,1,2010,Black,M
oi_011_1_1,ord_011,sub_011_1,prd_013,br_011,1,2011,Black,M
oi_011_1_2,ord_011,sub_011_1,prd_014,br_011,1,2011,Black,M
oi_011_2_1,ord_011,sub_011_2,prd_014,br_012,1,2011,Black,M
oi_011_2_2,ord_011,sub_011_2,prd_015,br_012,1,2011,Black,M
oi_012_1_1,ord_012,sub_012_1,prd_014,br_012,1,2012,Black,M
oi_012_1_2,ord_012,sub_012_1,prd_015,br_012,1,2012,Black,M
oi_012_2_1,ord_012,sub_012_2,prd_015,br_013,1,2012,Black,M
oi_012_2_2,ord_012,sub_012_2,prd_016,br_013,1,2012,Black,M
oi_013_1_1,ord_013,sub_013_1,prd_015,br_013,1,2013,Black,M
oi_013_1_2,ord_013,sub_013_1,prd_016,br_013,1,2013,Black,M
oi_013_2_1,ord_013,sub_013_2,prd_016,br_014,1,2013,Black,M
oi_013_2_2,ord_013,sub_013_2,prd_017,br_014,1,2013,Black,M
oi_014_1_1,ord_014,sub_014_1,prd_016,br_014,1,2014,Black,M
oi_014_1_2,ord_014,sub_014_1,prd_017,br_014,1,2014,Black,M
oi_014_2_1,ord_014,sub_014_2,prd_017,br_015,1,2014,Black,M
oi_014_2_2,ord_014,sub_014_2,prd_018,br_015,1,2014,Black,M
oi_015_1_1,ord_015,sub_015_1,prd_017,br_015,1,2015,Black,M
oi_015_1_2,ord_015,sub_015_1,prd_018,br_015,1,2015,Black,M
oi_015_2_1,ord_015,sub_015_2,prd_018,br_016,1,2015,Black,M
oi_015_2_2,ord_015,sub_015_2,prd_019,br_016,1,2015,Black,M
oi_016_1_1,ord_016,sub_016_1,prd_018,br_016,1,2016,Black,M
oi_016_1_2,ord_016,sub_016_1,prd_019,br_016,1,2016,Black,M
oi_016_2_1,ord_016,sub_016_2,prd_019,br_017,1,2016,Black,M
oi_016_2_2,ord_016,sub_016_2,prd_020,br_017,1,2016,Black,M
oi_017_1_1,ord_017,sub_017_1,prd_019,br_017,1,2017,Black,M
oi_017_1_2,ord_017,sub_017_1,prd_020,br_017,1,2017,Black,M
oi_017_2_1,ord_017,sub_017_2,prd_020,br_018,1,2017,Black,M
oi_017_2_2,ord_017,sub_017_2,prd_021,br_018,1,2017,Black,M
oi_018_1_1,ord_018,sub_018_1,prd_020,br_018,1,2018,Black,M
oi_018_1_2,ord_018,sub_018_1,prd_021,br_018,1,2018,Black,M
oi_018_2_1,ord_018,sub_018_2,prd_021,br_019,1,2018,Black,M
oi_018_2_2,ord_018,sub_018_2,prd_022,br_019,1,2018,Black,M
oi_019_1_1,ord_019,sub_019_1,prd_021,br_019,1,2019,Black,M
oi_019_1_2,ord_019,sub_019_1,prd_022,br_019,1,2019,Black,M
oi_019_2_1,ord_019,sub_019_2,prd_022,br_020,1,2019,Black,M
oi_019_2_2,ord_019,sub_019_2,prd_023,br_020,1,2019,Black,M
oi_020_1_1,ord_020,sub_020_1,prd_022,br_020,1,2020,Black,M
oi_020_1_2,ord_020,sub_020_1,prd_023,br_020,1,2020,Black,M
oi_020_2_1,ord_020,sub_020_2,prd_023,br_021,1,2020,Black,M
oi_020_2_2,ord_020,sub_020_2,prd_024,br_021,1,2020,Black,M
oi_021_1_1,ord_021,sub_021_1,prd_023,br_021,1,2021,Black,M
oi_021_1_2,ord_021,sub_021_1,prd_024,br_021,1,2021,Black,M
oi_021_2_1,ord_021,sub_021_2,prd_024,br_022,1,2021,Black,M
oi_021_2_2,ord_021,sub_021_2,prd_025,br_022,1,2021,Black,M
oi_022_1_1,ord_022,sub_022_1,prd_024,br_022,1,2022,Black,M
oi_022_1_2,ord_022,sub_022_1,prd_025,br_022,1,2022,Black,M
oi_022_2_1,ord_022,sub_022_2,prd_025,br_023,1,2022,Black,M
oi_022_2_2,ord_022,sub_022_2,prd_026,br_023,1,2022,Black,M
oi_023_1_1,ord_023,sub_023_1,prd_025,br_023,1,2023,Black,M
oi_023_1_2,ord_023,sub_023_1,prd_026,br_023,1,2023,Black,M
oi_023_2_1,ord_023,sub_023_2,prd_026,br_024,1,2023,Black,M
oi_023_2_2,ord_023,sub_023_2,prd_027,br_024,1,2023,Black,M
oi_024_1_1,ord_024,sub_024_1,prd_026,br_024,1,2024,Black,M
oi_024_1_2,ord_024,sub_024_1,prd_027,br_024,1,2024,Black,M
oi_024_2_1,ord_024,sub_024_2,prd_027,br_025,1,2024,Black,M
oi_024_2_2,ord_024,sub_024_2,prd_028,br_025,1,2024,Black,M
oi_025_1_1,ord_025,sub_025_1,prd_027,br_025,1,2025,Black,M
oi_025_1_2,ord_025,sub_025_1,prd_028,br_025,1,2025,Black,M
oi_025_2_1,ord_025,sub_025_2,prd_028,br_026,1,2025,Black,M
oi_025_2_2,ord_025,sub_025_2,prd_029,br_026,1,2025,Black,M
oi_026_1_1,ord_026,sub_026_1,prd_028,br_026,1,2026,Black,M
oi_026_1_2,ord_026,sub_026_1,prd_029,br_026,1,2026,Black,M
oi_026_2_1,ord_026,sub_026_2,prd_029,br_027,1,2026,Black,M
oi_026_2_2,ord_026,sub_026_2,prd_030,br_027,1,2026,Black,M
oi_027_1_1,ord_027,sub_027_1,prd_029,br_027,1,2027,Black,M
oi_027_1_2,ord_027,sub_027_1,prd_030,br_027,1,2027,Black,M
oi_027_2_1,ord_027,sub_027_2,prd_030,br_028,1,2027,Black,M
oi_027_2_2,ord_027,sub_027_2,prd_031,br_028,1,2027,Black,M
oi_028_1_1,ord_028,sub_028_1,prd_030,br_028,1,2028,Black,M
oi_028_1_2,ord_028,sub_028_1,prd_031,br_028,1,2028,Black,M
oi_028_2_1,ord_028,sub_028_2,prd_031,br_029,1,2028,Black,M
oi_028_2_2,ord_028,sub_028_2,prd_032,br_029,1,2028,Black,M
oi_029_1_1,ord_029,sub_029_1,prd_031,br_029,1,2029,Black,M
oi_029_1_2,ord_029,sub_029_1,prd_032,br_029,1,2029,Black,M
oi_029_2_1,ord_029,sub_029_2,prd_032,br_030,1,2029,Black,M
oi_029_2_2,ord_029,sub_029_2,prd_033,br_030,1,2029,Black,M
oi_030_1_1,ord_030,sub_030_1,prd_032,br_030,1,2030,Black,M
oi_030_1_2,ord_030,sub_030_1,prd_033,br_030,1,2030,Black,M
oi_030_2_1,ord_030,sub_030_2,prd_033,br_031,1,2030,Black,M
oi_030_2_2,ord_030,sub_030_2,prd_034,br_031,1,2030,Black,M
oi_031_1_1,ord_031,sub_031_1,prd_033,br_031,1,2031,Black,M
oi_031_1_2,ord_031,sub_031_1,prd_034,br_031,1,2031,Black,M
oi_031_2_1,ord_031,sub_031_2,prd_034,br_032,1,2031,Black,M
oi_031_2_2,ord_031,sub_031_2,prd_035,br_032,1,2031,Black,M
oi_032_1_1,ord_032,sub_032_1,prd_034,br_032,1,2032,Black,M
oi_032_1_2,ord_032,sub_032_1,prd_035,br_032,1,2032,Black,M
oi_032_2_1,ord_032,sub_032_2,prd_035,br_033,1,2032,Black,M
oi_032_2_2,ord_032,sub_032_2,prd_036,br_033,1,2032,Black,M
oi_033_1_1,ord_033,sub_033_1,prd_035,br_033,1,2033,Black,M
oi_033_1_2,ord_033,sub_033_1,prd_036,br_033,1,2033,Black,M
oi_033_2_1,ord_033,sub_033_2,prd_036,br_034,1,2033,Black,M
oi_033_2_2,ord_033,sub_033_2,prd_037,br_034,1,2033,Black,M
oi_034_1_1,ord_034,sub_034_1,prd_036,br_034,1,2034,Black,M
oi_034_1_2,ord_034,sub_034_1,prd_037,br_034,1,2034,Black,M
oi_034_2_1,ord_034,sub_034_2,prd_037,br_035,1,2034,Black,M
oi_034_2_2,ord_034,sub_034_2,prd_038,br_035,1,2034,Black,M
oi_035_1_1,ord_035,sub_035_1,prd_037,br_035,1,2035,Black,M
oi_035_1_2,ord_035,sub_035_1,prd_038,br_035,1,2035,Black,M
oi_035_2_1,ord_035,sub_035_2,prd_038,br_036,1,2035,Black,M
oi_035_2_2,ord_035,sub_035_2,prd_039,br_036,1,2035,Black,M
oi_036_1_1,ord_036,sub_036_1,prd_038,br_036,1,2036,Black,M
oi_036_1_2,ord_036,sub_036_1,prd_039,br_036,1,2036,Black,M
oi_036_2_1,ord_036,sub_036_2,prd_039,br_037,1,2036,Black,M
oi_036_2_2,ord_036,sub_036_2,prd_040,br_037,1,2036,Black,M
oi_037_1_1,ord_037,sub_037_1,prd_039,br_037,1,2037,Black,M
oi_037_1_2,ord_037,sub_037_1,prd_040,br_037,1,2037,Black,M
oi_037_2_1,ord_037,sub_037_2,prd_040,br_038,1,2037,Black,M
oi_037_2_2,ord_037,sub_037_2,prd_041,br_038,1,2037,Black,M
oi_038_1_1,ord_038,sub_038_1,prd_040,br_038,1,2038,Black,M
oi_038_1_2,ord_038,sub_038_1,prd_041,br_038,1,2038,Black,M
oi_038_2_1,ord_038,sub_038_2,prd_041,br_039,1,2038,Black,M
oi_038_2_2,ord_038,sub_038_2,prd_042,br_039,1,2038,Black,M
oi_039_1_1,ord_039,sub_039_1,prd_041,br_039,1,2039,Black,M
oi_039_1_2,ord_039,sub_039_1,prd_042,br_039,1,2039,Black,M
oi_039_2_1,ord_039,sub_039_2,prd_042,br_040,1,2039,Black,M
oi_039_2_2,ord_039,sub_039_2,prd_043,br_040,1,2039,Black,M
oi_040_1_1,ord_040,sub_040_1,prd_042,br_040,1,2040,Black,M
oi_040_1_2,ord_040,sub_040_1,prd_043,br_040,1,2040,Black,M
oi_040_2_1,ord_040,sub_040_2,prd_043,br_041,1,2040,Black,M
oi_040_2_2,ord_040,sub_040_2,prd_044,br_041,1,2040,Black,M
oi_041_1_1,ord_041,sub_041_1,prd_043,br_041,1,2041,Black,M
oi_041_1_2,ord_041,sub_041_1,prd_044,br_041,1,2041,Black,M
oi_041_2_1,ord_041,sub_041_2,prd_044,br_042,1,2041,Black,M
oi_041_2_2,ord_041,sub_041_2,prd_045,br_042,1,2041,Black,M
oi_042_1_1,ord_042,sub_042_1,prd_044,br_042,1,2042,Black,M
oi_042_1_2,ord_042,sub_042_1,prd_045,br_042,1,2042,Black,M
oi_042_2_1,ord_042,sub_042_2,prd_045,br_043,1,2042,Black,M
oi_042_2_2,ord_042,sub_042_2,prd_046,br_043,1,2042,Black,M
oi_043_1_1,ord_043,sub_043_1,prd_045,br_043,1,2043,Black,M
oi_043_1_2,ord_043,sub_043_1,prd_046,br_043,1,2043,Black,M
oi_043_2_1,ord_043,sub_043_2,prd_046,br_044,1,2043,Black,M
oi_043_2_2,ord_043,sub_043_2,prd_047,br_044,1,2043,Black,M
oi_044_1_1,ord_044,sub_044_1,prd_046,br_044,1,2044,Black,M
oi_044_1_2,ord_044,sub_044_1,prd_047,br_044,1,2044,Black,M
oi_044_2_1,ord_044,sub_044_2,prd_047,br_045,1,2044,Black,M
oi_044_2_2,ord_044,sub_044_2,prd_048,br_045,1,2044,Black,M
oi_045_1_1,ord_045,sub_045_1,prd_047,br_045,1,2045,Black,M
oi_045_1_2,ord_045,sub_045_1,prd_048,br_045,1,2045,Black,M
oi_045_2_1,ord_045,sub_045_2,prd_048,br_046,1,2045,Black,M
oi_045_2_2,ord_045,sub_045_2,prd_049,br_046,1,2045,Black,M
oi_046_1_1,ord_046,sub_046_1,prd_048,br_046,1,2046,Black,M
oi_046_1_2,ord_046,sub_046_1,prd_049,br_046,1,2046,Black,M
oi_046_2_1,ord_046,sub_046_2,prd_049,br_047,1,2046,Black,M
oi_046_2_2,ord_046,sub_046_2,prd_050,br_047,1,2046,Black,M
oi_047_1_1,ord_047,sub_047_1,prd_049,br_047,1,2047,Black,M
oi_047_1_2,ord_047,sub_047_1,prd_050,br_047,1,2047,Black,M
oi_047_2_1,ord_047,sub_047_2,prd_050,br_048,1,2047,Black,M
oi_047_2_2,ord_047,sub_047_2,prd_051,br_048,1,2047,Black,M
oi_048_1_1,ord_048,sub_048_1,prd_050,br_048,1,2048,Black,M
oi_048_1_2,ord_048,sub_048_1,prd_051,br_048,1,2048,Black,M
oi_048_2_1,ord_048,sub_048_2,prd_051,br_049,1,2048,Black,M
oi_048_2_2,ord_048,sub_048_2,prd_052,br_049,1,2048,Black,M
oi_049_1_1,ord_049,sub_049_1,prd_051,br_049,1,2049,Black,M
oi_049_1_2,ord_049,sub_049_1,prd_052,br_049,1,2049,Black,M
oi_049_2_1,ord_049,sub_049_2,prd_052,br_050,1,2049,Black,M
oi_049_2_2,ord_049,sub_049_2,prd_053,br_050,1,2049,Black,M
oi_050_1_1,ord_050,sub_050_1,prd_052,br_050,1,2050,Black,M
oi_050_1_2,ord_050,sub_050_1,prd_053,br_050,1,2050,Black,M
oi_050_2_1,ord_050,sub_050_2,prd_053,br_001,1,2050,Black,M
oi_050_2_2,ord_050,sub_050_2,prd_054,br_001,1,2050,Black,M
oi_051_1_1,ord_051,sub_051_1,prd_053,br_001,1,2051,Black,M
oi_051_1_2,ord_051,sub_051_1,prd_054,br_001,1,2051,Black,M
oi_051_2_1,ord_051,sub_051_2,prd_054,br_002,1,2051,Black,M
oi_051_2_2,ord_051,sub_051_2,prd_055,br_002,1,2051,Black,M
oi_052_1_1,ord_052,sub_052_1,prd_054,br_002,1,2052,Black,M
oi_052_1_2,ord_052,sub_052_1,prd_055,br_002,1,2052,Black,M
oi_052_2_1,ord_052,sub_052_2,prd_055,br_003,1,2052,Black,M
oi_052_2_2,ord_052,sub_052_2,prd_056,br_003,1,2052,Black,M
oi_053_1_1,ord_053,sub_053_1,prd_055,br_003,1,2053,Black,M
oi_053_1_2,ord_053,sub_053_1,prd_056,br_003,1,2053,Black,M
oi_053_2_1,ord_053,sub_053_2,prd_056,br_004,1,2053,Black,M
oi_053_2_2,ord_053,sub_053_2,prd_057,br_004,1,2053,Black,M
oi_054_1_1,ord_054,sub_054_1,prd_056,br_004,1,2054,Black,M
oi_054_1_2,ord_054,sub_054_1,prd_057,br_004,1,2054,Black,M
oi_054_2_1,ord_054,sub_054_2,prd_057,br_005,1,2054,Black,M
oi_054_2_2,ord_054,sub_054_2,prd_058,br_005,1,2054,Black,M
oi_055_1_1,ord_055,sub_055_1,prd_057,br_005,1,2055,Black,M
oi_055_1_2,ord_055,sub_055_1,prd_058,br_005,1,2055,Black,M
oi_055_2_1,ord_055,sub_055_2,prd_058,br_006,1,2055,Black,M
oi_055_2_2,ord_055,sub_055_2,prd_059,br_006,1,2055,Black,M
oi_056_1_1,ord_056,sub_056_1,prd_058,br_006,1,2056,Black,M
oi_056_1_2,ord_056,sub_056_1,prd_059,br_006,1,2056,Black,M
oi_056_2_1,ord_056,sub_056_2,prd_059,br_007,1,2056,Black,M
oi_056_2_2,ord_056,sub_056_2,prd_060,br_007,1,2056,Black,M
oi_057_1_1,ord_057,sub_057_1,prd_059,br_007,1,2057,Black,M
oi_057_1_2,ord_057,sub_057_1,prd_060,br_007,1,2057,Black,M
oi_057_2_1,ord_057,sub_057_2,prd_060,br_008,1,2057,Black,M
oi_057_2_2,ord_057,sub_057_2,prd_061,br_008,1,2057,Black,M
oi_058_1_1,ord_058,sub_058_1,prd_060,br_008,1,2058,Black,M
oi_058_1_2,ord_058,sub_058_1,prd_061,br_008,1,2058,Black,M
oi_058_2_1,ord_058,sub_058_2,prd_061,br_009,1,2058,Black,M
oi_058_2_2,ord_058,sub_058_2,prd_062,br_009,1,2058,Black,M
oi_059_1_1,ord_059,sub_059_1,prd_061,br_009,1,2059,Black,M
oi_059_1_2,ord_059,sub_059_1,prd_062,br_009,1,2059,Black,M
oi_059_2_1,ord_059,sub_059_2,prd_062,br_010,1,2059,Black,M
oi_059_2_2,ord_059,sub_059_2,prd_063,br_010,1,2059,Black,M
oi_060_1_1,ord_060,sub_060_1,prd_062,br_010,1,2060,Black,M
oi_060_1_2,ord_060,sub_060_1,prd_063,br_010,1,2060,Black,M
oi_060_2_1,ord_060,sub_060_2,prd_063,br_011,1,2060,Black,M
oi_060_2_2,ord_060,sub_060_2,prd_064,br_011,1,2060,Black,M
oi_061_1_1,ord_061,sub_061_1,prd_063,br_011,1,2061,Black,M
oi_061_1_2,ord_061,sub_061_1,prd_064,br_011,1,2061,Black,M
oi_061_2_1,ord_061,sub_061_2,prd_064,br_012,1,2061,Black,M
oi_061_2_2,ord_061,sub_061_2,prd_065,br_012,1,2061,Black,M
oi_062_1_1,ord_062,sub_062_1,prd_064,br_012,1,2062,Black,M
oi_062_1_2,ord_062,sub_062_1,prd_065,br_012,1,2062,Black,M
oi_062_2_1,ord_062,sub_062_2,prd_065,br_013,1,2062,Black,M
oi_062_2_2,ord_062,sub_062_2,prd_066,br_013,1,2062,Black,M
oi_063_1_1,ord_063,sub_063_1,prd_065,br_013,1,2063,Black,M
oi_063_1_2,ord_063,sub_063_1,prd_066,br_013,1,2063,Black,M
oi_063_2_1,ord_063,sub_063_2,prd_066,br_014,1,2063,Black,M
oi_063_2_2,ord_063,sub_063_2,prd_067,br_014,1,2063,Black,M
oi_064_1_1,ord_064,sub_064_1,prd_066,br_014,1,2064,Black,M
oi_064_1_2,ord_064,sub_064_1,prd_067,br_014,1,2064,Black,M
oi_064_2_1,ord_064,sub_064_2,prd_067,br_015,1,2064,Black,M
oi_064_2_2,ord_064,sub_064_2,prd_068,br_015,1,2064,Black,M
oi_065_1_1,ord_065,sub_065_1,prd_067,br_015,1,2065,Black,M
oi_065_1_2,ord_065,sub_065_1,prd_068,br_015,1,2065,Black,M
oi_065_2_1,ord_065,sub_065_2,prd_068,br_016,1,2065,Black,M
oi_065_2_2,ord_065,sub_065_2,prd_069,br_016,1,2065,Black,M
oi_066_1_1,ord_066,sub_066_1,prd_068,br_016,1,2066,Black,M
oi_066_1_2,ord_066,sub_066_1,prd_069,br_016,1,2066,Black,M
oi_066_2_1,ord_066,sub_066_2,prd_069,br_017,1,2066,Black,M
oi_066_2_2,ord_066,sub_066_2,prd_070,br_017,1,2066,Black,M
oi_067_1_1,ord_067,sub_067_1,prd_069,br_017,1,2067,Black,M
oi_067_1_2,ord_067,sub_067_1,prd_070,br_017,1,2067,Black,M
oi_067_2_1,ord_067,sub_067_2,prd_070,br_018,1,2067,Black,M
oi_067_2_2,ord_067,sub_067_2,prd_071,br_018,1,2067,Black,M
oi_068_1_1,ord_068,sub_068_1,prd_070,br_018,1,2068,Black,M
oi_068_1_2,ord_068,sub_068_1,prd_071,br_018,1,2068,Black,M
oi_068_2_1,ord_068,sub_068_2,prd_071,br_019,1,2068,Black,M
oi_068_2_2,ord_068,sub_068_2,prd_072,br_019,1,2068,Black,M
oi_069_1_1,ord_069,sub_069_1,prd_071,br_019,1,2069,Black,M
oi_069_1_2,ord_069,sub_069_1,prd_072,br_019,1,2069,Black,M
oi_069_2_1,ord_069,sub_069_2,prd_072,br_020,1,2069,Black,M
oi_069_2_2,ord_069,sub_069_2,prd_073,br_020,1,2069,Black,M
oi_070_1_1,ord_070,sub_070_1,prd_072,br_020,1,2070,Black,M
oi_070_1_2,ord_070,sub_070_1,prd_073,br_020,1,2070,Black,M
oi_070_2_1,ord_070,sub_070_2,prd_073,br_021,1,2070,Black,M
oi_070_2_2,ord_070,sub_070_2,prd_074,br_021,1,2070,Black,M
oi_071_1_1,ord_071,sub_071_1,prd_073,br_021,1,2071,Black,M
oi_071_1_2,ord_071,sub_071_1,prd_074,br_021,1,2071,Black,M
oi_071_2_1,ord_071,sub_071_2,prd_074,br_022,1,2071,Black,M
oi_071_2_2,ord_071,sub_071_2,prd_075,br_022,1,2071,Black,M
oi_072_1_1,ord_072,sub_072_1,prd_074,br_022,1,2072,Black,M
oi_072_1_2,ord_072,sub_072_1,prd_075,br_022,1,2072,Black,M
oi_072_2_1,ord_072,sub_072_2,prd_075,br_023,1,2072,Black,M
oi_072_2_2,ord_072,sub_072_2,prd_076,br_023,1,2072,Black,M
oi_073_1_1,ord_073,sub_073_1,prd_075,br_023,1,2073,Black,M
oi_073_1_2,ord_073,sub_073_1,prd_076,br_023,1,2073,Black,M
oi_073_2_1,ord_073,sub_073_2,prd_076,br_024,1,2073,Black,M
oi_073_2_2,ord_073,sub_073_2,prd_077,br_024,1,2073,Black,M
oi_074_1_1,ord_074,sub_074_1,prd_076,br_024,1,2074,Black,M
oi_074_1_2,ord_074,sub_074_1,prd_077,br_024,1,2074,Black,M
oi_074_2_1,ord_074,sub_074_2,prd_077,br_025,1,2074,Black,M
oi_074_2_2,ord_074,sub_074_2,prd_078,br_025,1,2074,Black,M
oi_075_1_1,ord_075,sub_075_1,prd_077,br_025,1,2075,Black,M
oi_075_1_2,ord_075,sub_075_1,prd_078,br_025,1,2075,Black,M
oi_075_2_1,ord_075,sub_075_2,prd_078,br_026,1,2075,Black,M
oi_075_2_2,ord_075,sub_075_2,prd_079,br_026,1,2075,Black,M
oi_076_1_1,ord_076,sub_076_1,prd_078,br_026,1,2076,Black,M
oi_076_1_2,ord_076,sub_076_1,prd_079,br_026,1,2076,Black,M
oi_076_2_1,ord_076,sub_076_2,prd_079,br_027,1,2076,Black,M
oi_076_2_2,ord_076,sub_076_2,prd_080,br_027,1,2076,Black,M
oi_077_1_1,ord_077,sub_077_1,prd_079,br_027,1,2077,Black,M
oi_077_1_2,ord_077,sub_077_1,prd_080,br_027,1,2077,Black,M
oi_077_2_1,ord_077,sub_077_2,prd_080,br_028,1,2077,Black,M
oi_077_2_2,ord_077,sub_077_2,prd_081,br_028,1,2077,Black,M
oi_078_1_1,ord_078,sub_078_1,prd_080,br_028,1,2078,Black,M
oi_078_1_2,ord_078,sub_078_1,prd_081,br_028,1,2078,Black,M
oi_078_2_1,ord_078,sub_078_2,prd_081,br_029,1,2078,Black,M
oi_078_2_2,ord_078,sub_078_2,prd_082,br_029,1,2078,Black,M
oi_079_1_1,ord_079,sub_079_1,prd_081,br_029,1,2079,Black,M
oi_079_1_2,ord_079,sub_079_1,prd_082,br_029,1,2079,Black,M
oi_079_2_1,ord_079,sub_079_2,prd_082,br_030,1,2079,Black,M
oi_079_2_2,ord_079,sub_079_2,prd_083,br_030,1,2079,Black,M
oi_080_1_1,ord_080,sub_080_1,prd_082,br_030,1,2080,Black,M
oi_080_1_2,ord_080,sub_080_1,prd_083,br_030,1,2080,Black,M
oi_080_2_1,ord_080,sub_080_2,prd_083,br_031,1,2080,Black,M
oi_080_2_2,ord_080,sub_080_2,prd_084,br_031,1,2080,Black,M
oi_081_1_1,ord_081,sub_081_1,prd_083,br_031,1,2081,Black,M
oi_081_1_2,ord_081,sub_081_1,prd_084,br_031,1,2081,Black,M
oi_081_2_1,ord_081,sub_081_2,prd_084,br_032,1,2081,Black,M
oi_081_2_2,ord_081,sub_081_2,prd_085,br_032,1,2081,Black,M
oi_082_1_1,ord_082,sub_082_1,prd_084,br_032,1,2082,Black,M
oi_082_1_2,ord_082,sub_082_1,prd_085,br_032,1,2082,Black,M
oi_082_2_1,ord_082,sub_082_2,prd_085,br_033,1,2082,Black,M
oi_082_2_2,ord_082,sub_082_2,prd_086,br_033,1,2082,Black,M
oi_083_1_1,ord_083,sub_083_1,prd_085,br_033,1,2083,Black,M
oi_083_1_2,ord_083,sub_083_1,prd_086,br_033,1,2083,Black,M
oi_083_2_1,ord_083,sub_083_2,prd_086,br_034,1,2083,Black,M
oi_083_2_2,ord_083,sub_083_2,prd_087,br_034,1,2083,Black,M
oi_084_1_1,ord_084,sub_084_1,prd_086,br_034,1,2084,Black,M
oi_084_1_2,ord_084,sub_084_1,prd_087,br_034,1,2084,Black,M
oi_084_2_1,ord_084,sub_084_2,prd_087,br_035,1,2084,Black,M
oi_084_2_2,ord_084,sub_084_2,prd_088,br_035,1,2084,Black,M
oi_085_1_1,ord_085,sub_085_1,prd_087,br_035,1,2085,Black,M
oi_085_1_2,ord_085,sub_085_1,prd_088,br_035,1,2085,Black,M
oi_085_2_1,ord_085,sub_085_2,prd_088,br_036,1,2085,Black,M
oi_085_2_2,ord_085,sub_085_2,prd_089,br_036,1,2085,Black,M
oi_086_1_1,ord_086,sub_086_1,prd_088,br_036,1,2086,Black,M
oi_086_1_2,ord_086,sub_086_1,prd_089,br_036,1,2086,Black,M
oi_086_2_1,ord_086,sub_086_2,prd_089,br_037,1,2086,Black,M
oi_086_2_2,ord_086,sub_086_2,prd_090,br_037,1,2086,Black,M
oi_087_1_1,ord_087,sub_087_1,prd_089,br_037,1,2087,Black,M
oi_087_1_2,ord_087,sub_087_1,prd_090,br_037,1,2087,Black,M
oi_087_2_1,ord_087,sub_087_2,prd_090,br_038,1,2087,Black,M
