id,user_id,brand_id,order_id,type,title,message,read_at,channel,delivery_status,delivery_attempts,failed_reason,next_attempt_at,created_at,updated_at
ntf_054,usr_054,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_055,usr_055,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_056,usr_056,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_057,usr_057,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_058,usr_058,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_059,usr_059,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_060,usr_060,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_061,usr_061,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_062,usr_062,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_063,usr_063,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_064,usr_064,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_065,usr_065,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_066,usr_066,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_067,usr_067,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_068,usr_068,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_069,usr_069,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_070,usr_070,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_071,usr_071,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_072,usr_072,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_073,usr_073,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_074,usr_074,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_075,usr_075,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_076,usr_076,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_077,usr_077,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_078,usr_078,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_079,usr_079,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_080,usr_080,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_081,usr_081,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_082,usr_082,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_083,usr_083,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_084,usr_084,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_085,usr_085,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_086,usr_086,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_087,usr_087,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_088,usr_088,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_089,usr_089,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_090,usr_090,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_091,usr_091,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_092,usr_092,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_093,usr_093,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_094,usr_094,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_095,usr_095,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_096,usr_096,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_097,usr_097,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_098,usr_098,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_099,usr_099,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
ntf_100,usr_100,,,ACCOUNT_UPDATE,Welcome,Hello user,,DASHBOARD,DELIVERED,1,,,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
