id,review_id,user_id,is_helpful,created_at,updated_at
rhv_023_1,rev_023,usr_028,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_023_2,rev_023,usr_033,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_023_3,rev_023,usr_038,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_024_1,rev_024,usr_029,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_024_2,rev_024,usr_034,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_024_3,rev_024,usr_039,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_025_1,rev_025,usr_030,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_025_2,rev_025,usr_035,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_025_3,rev_025,usr_040,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_026_1,rev_026,usr_031,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_026_2,rev_026,usr_036,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_026_3,rev_026,usr_041,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_027_1,rev_027,usr_032,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_027_2,rev_027,usr_037,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_027_3,rev_027,usr_042,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_028_1,rev_028,usr_033,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_028_2,rev_028,usr_038,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_028_3,rev_028,usr_043,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_029_1,rev_029,usr_034,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_029_2,rev_029,usr_039,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_029_3,rev_029,usr_044,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_030_1,rev_030,usr_035,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_030_2,rev_030,usr_040,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_030_3,rev_030,usr_045,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_031_1,rev_031,usr_036,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_031_2,rev_031,usr_041,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_031_3,rev_031,usr_046,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_032_1,rev_032,usr_037,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_032_2,rev_032,usr_042,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_032_3,rev_032,usr_047,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_033_1,rev_033,usr_038,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_033_2,rev_033,usr_043,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_033_3,rev_033,usr_048,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_034_1,rev_034,usr_039,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_034_2,rev_034,usr_044,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_034_3,rev_034,usr_049,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_035_1,rev_035,usr_040,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_035_2,rev_035,usr_045,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_035_3,rev_035,usr_050,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_036_1,rev_036,usr_041,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_036_2,rev_036,usr_046,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_036_3,rev_036,usr_051,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_037_1,rev_037,usr_042,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_037_2,rev_037,usr_047,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_037_3,rev_037,usr_052,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_038_1,rev_038,usr_043,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_038_2,rev_038,usr_048,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_038_3,rev_038,usr_053,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_039_1,rev_039,usr_044,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_039_2,rev_039,usr_049,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_039_3,rev_039,usr_054,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_040_1,rev_040,usr_045,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_040_2,rev_040,usr_050,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_040_3,rev_040,usr_055,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_041_1,rev_041,usr_046,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_041_2,rev_041,usr_051,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_041_3,rev_041,usr_056,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_042_1,rev_042,usr_047,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_042_2,rev_042,usr_052,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_042_3,rev_042,usr_001,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_043_1,rev_043,usr_048,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_043_2,rev_043,usr_053,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_043_3,rev_043,usr_002,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_044_1,rev_044,usr_049,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_044_2,rev_044,usr_054,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_044_3,rev_044,usr_003,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_045_1,rev_045,usr_050,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_045_2,rev_045,usr_055,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_045_3,rev_045,usr_004,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_046_1,rev_046,usr_051,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_046_2,rev_046,usr_056,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_046_3,rev_046,usr_005,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_047_1,rev_047,usr_052,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_047_2,rev_047,usr_001,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_047_3,rev_047,usr_006,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_048_1,rev_048,usr_053,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_048_2,rev_048,usr_002,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_048_3,rev_048,usr_007,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_049_1,rev_049,usr_054,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_049_2,rev_049,usr_003,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_049_3,rev_049,usr_008,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_050_1,rev_050,usr_055,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_050_2,rev_050,usr_004,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_050_3,rev_050,usr_009,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_051_1,rev_051,usr_056,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_051_2,rev_051,usr_005,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_051_3,rev_051,usr_010,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_052_1,rev_052,usr_001,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_052_2,rev_052,usr_006,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_052_3,rev_052,usr_011,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_053_1,rev_053,usr_002,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_053_2,rev_053,usr_007,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_053_3,rev_053,usr_012,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_054_1,rev_054,usr_003,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_054_2,rev_054,usr_008,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_054_3,rev_054,usr_013,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_055_1,rev_055,usr_004,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_055_2,rev_055,usr_009,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_055_3,rev_055,usr_014,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_056_1,rev_056,usr_005,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_056_2,rev_056,usr_010,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_056_3,rev_056,usr_015,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_057_1,rev_057,usr_006,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_057_2,rev_057,usr_011,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_057_3,rev_057,usr_016,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_058_1,rev_058,usr_007,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_058_2,rev_058,usr_012,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_058_3,rev_058,usr_017,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_059_1,rev_059,usr_008,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_059_2,rev_059,usr_013,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_059_3,rev_059,usr_018,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_060_1,rev_060,usr_009,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_060_2,rev_060,usr_014,true,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
rhv_060_3,rev_060,usr_019,false,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z
